province_state,county,inflection_result,inflection_date,slope_max,trust_index
Arkansas,Prairie,-1,,,
Arkansas,Pulaski,1,2020-04-11,2.0,1.0
Arkansas,Randolph,-1,,,
Arkansas,St. Francis,-1,,,
Arkansas,Saline,-1,,,
Arkansas,Scott,-1,,,
Arkansas,Searcy,-1,,,
Arkansas,Sebastian,-1,,,
Arkansas,Sevier,-1,,,
Arkansas,Sharp,-1,,,
Arkansas,Stone,-1,,,
Arkansas,Union,-1,,,
Arkansas,Van Buren,-1,,,
Arkansas,Washington,-1,,,
Arkansas,White,-1,,,
Arkansas,Woodruff,-1,,,
Arkansas,Yell,-1,,,
Arkansas,Out of AR,-1,,,
California,Alameda,1,2020-04-17,5.0,1.0
California,Alpine,-1,,,
California,Amador,-1,,,
California,Butte,-1,,,
California,Calaveras,-1,,,
California,Colusa,-1,,,
California,Contra Costa,1,2020-04-17,2.1,1.0
California,Del Norte,-1,,,
California,El Dorado,-1,,,
California,Fresno,-1,,,
California,Glenn,-1,,,
California,Humboldt,-1,,,
California,Imperial,-1,,,
California,Inyo,-1,,,
California,Kern,-1,,,
California,Kings,-1,,,
California,Lake,-1,,,
California,Lassen,-1,,,
California,Los Angeles,1,2020-04-24,59.6,0.8
California,Madera,-1,,,
California,Marin,1,2020-04-02,1.3,1.0
California,Mariposa,-1,,,
California,Mendocino,-1,,,
California,Merced,-1,,,
California,Modoc,-1,,,
California,Mono,-1,,,
California,Monterey,-1,,,
California,Napa,-1,,,
California,Nevada,-1,,,
California,Orange,1,2020-04-18,3.2,1.0
California,Placer,-1,,,
California,Plumas,-1,,,
California,Riverside,1,2020-04-27,8.8,0.5
California,Sacramento,1,2020-04-09,3.8000000000000003,1.0
California,San Benito,-1,,,
California,San Bernardino,1,2020-04-19,7.0,1.0
California,San Diego,1,2020-04-24,9.0,0.8
California,San Francisco,0,,,
California,San Joaquin,1,2020-04-24,1.8,0.8
California,San Luis Obispo,-1,,,
California,San Mateo,1,2020-04-24,3.7,0.8
California,Santa Barbara,-1,,,
California,Santa Clara,1,2020-04-23,5.5,0.9
California,Santa Cruz,-1,,,
California,Shasta,-1,,,
California,Sierra,-1,,,
California,Siskiyou,-1,,,
California,Solano,-1,,,
California,Sonoma,-1,,,
California,Stanislaus,1,2020-05-01,2.0,0.1
California,Sutter,-1,,,
California,Tehama,-1,,,
California,Trinity,-1,,,
California,Tulare,1,2020-04-25,3.1,0.7
California,Tuolumne,-1,,,
California,Ventura,1,2020-04-11,1.1,1.0
California,Yolo,1,2020-04-17,1.1,1.0
California,Yuba,-1,,,
California,Out of CA,-1,,,
Colorado,Adams,1,2020-04-24,4.800000000000001,0.8
Colorado,Alamosa,-1,,,
Colorado,Arapahoe,1,2020-04-24,14.100000000000001,0.8
Colorado,Archuleta,-1,,,
Colorado,Baca,-1,,,
Colorado,Bent,-1,,,
Colorado,Boulder,1,2020-04-25,3.0,0.7
Colorado,Broomfield,1,2020-04-29,1.2000000000000002,0.3
Colorado,Chaffee,1,2020-04-25,2.6,0.7
Colorado,Cheyenne,-1,,,
Colorado,Clear Creek,-1,,,
Colorado,Conejos,-1,,,
Colorado,Costilla,-1,,,
Colorado,Crowley,-1,,,
Colorado,Custer,-1,,,
Colorado,Delta,-1,,,
Colorado,Denver,1,2020-04-25,11.4,0.7
Colorado,Dolores,-1,,,
Colorado,Douglas,1,2020-04-09,1.5,1.0
Colorado,Eagle,-1,,,
Colorado,Elbert,-1,,,
Colorado,El Paso,1,2020-04-25,5.6000000000000005,0.7
Colorado,Fremont,-1,,,
Colorado,Garfield,-1,,,
Colorado,Gilpin,-1,,,
Colorado,Grand,-1,,,
Colorado,Gunnison,-1,,,
Colorado,Hinsdale,-1,,,
Colorado,Huerfano,-1,,,
Colorado,Jackson,-1,,,
Colorado,Jefferson,1,2020-04-24,6.300000000000001,0.8
Colorado,Kiowa,-1,,,
Colorado,Kit Carson,-1,,,
Colorado,Lake,-1,,,
Colorado,La Plata,-1,,,
Colorado,Larimer,1,2020-04-24,1.4000000000000001,0.8
Colorado,Las Animas,-1,,,
Colorado,Lincoln,-1,,,
Colorado,Logan,-1,,,
Colorado,Mesa,-1,,,
Colorado,Mineral,-1,,,
Colorado,Moffat,-1,,,
Colorado,Montezuma,-1,,,
Colorado,Montrose,1,2020-04-17,0.7000000000000001,1.0
Colorado,Morgan,1,2020-04-26,2.1,0.6
Colorado,Otero,-1,,,
Colorado,Ouray,-1,,,
Colorado,Park,-1,,,
Colorado,Phillips,-1,,,
Colorado,Pitkin,-1,,,
Colorado,Prowers,-1,,,
Colorado,Pueblo,1,2020-04-19,0.6000000000000001,1.0
Colorado,Rio Blanco,-1,,,
Colorado,Rio Grande,-1,,,
Colorado,Routt,-1,,,
Colorado,Saguache,-1,,,
Colorado,San Juan,-1,,,
Colorado,San Miguel,-1,,,
Colorado,Sedgwick,-1,,,
Colorado,Summit,-1,,,
Colorado,Teller,-1,,,
Colorado,Washington,-1,,,
Colorado,Weld,1,2020-04-13,6.4,1.0
Colorado,Yuma,-1,,,
Colorado,Out of CO,-1,,,
Connecticut,Fairfield,1,2020-04-17,44.5,1.0
Connecticut,Hartford,1,2020-04-23,42.1,0.9
Connecticut,Litchfield,1,2020-04-17,5.9,1.0
Connecticut,Middlesex,0,,,
Connecticut,New Haven,1,2020-04-23,27.400000000000002,0.9
Connecticut,New London,1,2020-04-26,4.5,0.6
Connecticut,Tolland,1,2020-04-23,2.3000000000000003,0.9
Connecticut,Windham,-1,,,
Connecticut,Out of CT,-1,,,
Delaware,Kent,1,2020-04-27,2.3000000000000003,0.5
Delaware,New Castle,1,2020-04-26,4.6000000000000005,0.6
Delaware,Sussex,1,2020-05-01,4.1000000000000005,0.1
Delaware,Out of DE,-1,,,
District of Columbia,District of Columbia,1,2020-04-25,13.200000000000001,0.7
District of Columbia,Out of DC,-1,,,
Florida,Alachua,-1,,,
Florida,Baker,-1,,,
Florida,Bay,-1,,,
Florida,Bradford,-1,,,
Florida,Brevard,-1,,,
Florida,Broward,1,2020-04-24,11.100000000000001,0.8
Florida,Calhoun,-1,,,
Florida,Charlotte,0,,,
Florida,Citrus,1,2020-04-11,1.2000000000000002,1.0
Florida,Clay,1,2020-04-25,0.9,0.7
Florida,Collier,1,2020-04-24,1.6,0.8
Florida,Columbia,-1,,,
Florida,DeSoto,-1,,,
Florida,Dixie,-1,,,
Florida,Duval,1,2020-04-03,1.7000000000000002,1.0
Florida,Escambia,1,2020-04-18,1.2000000000000002,1.0
Florida,Flagler,-1,,,
Florida,Franklin,-1,,,
Florida,Gadsden,-1,,,
Florida,Gilchrist,-1,,,
Florida,Glades,-1,,,
Florida,Gulf,-1,,,
Florida,Hamilton,-1,,,
Florida,Hardee,-1,,,
Florida,Hendry,-1,,,
Florida,Hernando,-1,,,
Florida,Highlands,-1,,,
Florida,Hillsborough,1,2020-04-12,2.3000000000000003,1.0
Florida,Holmes,-1,,,
Florida,Indian River,-1,,,
Florida,Jackson,-1,,,
Florida,Jefferson,-1,,,
Florida,Lafayette,-1,,,
Florida,Lake,1,2020-04-25,0.9,0.7
Florida,Lee,1,2020-04-25,2.1,0.7
Florida,Leon,-1,,,
Florida,Levy,-1,,,
Florida,Liberty,-1,,,
Florida,Madison,-1,,,
Florida,Manatee,1,2020-04-18,4.0,1.0
Florida,Marion,-1,,,
Florida,Martin,-1,,,
Florida,Miami-Dade,1,2020-04-17,23.0,1.0
Florida,Monroe,-1,,,
Florida,Nassau,-1,,,
Florida,Okaloosa,-1,,,
Florida,Okeechobee,-1,,,
Florida,Orange,1,2020-04-17,2.8000000000000003,1.0
Florida,Osceola,-1,,,
Florida,Palm Beach,1,2020-04-30,8.4,0.2
Florida,Pasco,-1,,,
Florida,Pinellas,1,2020-04-30,3.5,0.2
Florida,Polk,1,2020-05-01,1.5,0.1
Florida,Putnam,-1,,,
Florida,St. Johns,-1,,,
Florida,St. Lucie,1,2020-04-19,1.8,1.0
Florida,Santa Rosa,-1,,,
Florida,Sarasota,1,2020-04-30,3.0,0.2
Florida,Seminole,-1,,,
Florida,Sumter,1,2020-04-09,1.2000000000000002,1.0
Florida,Suwannee,1,2020-04-17,1.0,1.0
Florida,Taylor,-1,,,
Florida,Union,-1,,,
Florida,Volusia,0,,,
Florida,Wakulla,-1,,,
Florida,Walton,-1,,,
Florida,Washington,-1,,,
Florida,Out of FL,-1,,,
Georgia,Appling,-1,,,
Georgia,Atkinson,-1,,,
Georgia,Bacon,-1,,,
Georgia,Baker,-1,,,
Georgia,Baldwin,-1,,,
Georgia,Banks,-1,,,
Georgia,Barrow,-1,,,
Georgia,Bartow,1,2020-04-10,1.7000000000000002,1.0
Georgia,Ben Hill,-1,,,
Georgia,Berrien,-1,,,
Georgia,Bibb,1,2020-04-23,1.1,0.9
Georgia,Bleckley,-1,,,
Georgia,Brantley,-1,,,
Georgia,Brooks,-1,,,
Georgia,Bryan,-1,,,
Georgia,Bulloch,-1,,,
Georgia,Burke,-1,,,
Georgia,Butts,0,,,
Georgia,Calhoun,-1,,,
Georgia,Camden,-1,,,
Georgia,Candler,-1,,,
Georgia,Carroll,1,2020-04-20,1.0,1.0
Georgia,Catoosa,-1,,,
Georgia,Charlton,-1,,,
Georgia,Chatham,-1,,,
Georgia,Chattahoochee,-1,,,
Georgia,Chattooga,-1,,,
Georgia,Cherokee,1,2020-04-03,1.0,1.0
Georgia,Clarke,1,2020-03-31,1.1,1.0
Georgia,Clay,-1,,,
Georgia,Clayton,0,,,
Georgia,Clinch,-1,,,
Georgia,Cobb,1,2020-04-30,4.5,0.2
Georgia,Coffee,-1,,,
Georgia,Colquitt,0,,,
Georgia,Columbia,-1,,,
Georgia,Cook,-1,,,
Georgia,Coweta,-1,,,
Georgia,Crawford,-1,,,
Georgia,Crisp,-1,,,
Georgia,Dade,-1,,,
Georgia,Dawson,-1,,,
Georgia,Decatur,-1,,,
Georgia,DeKalb,1,2020-04-29,2.7,0.3
Georgia,Dodge,-1,,,
Georgia,Dooly,-1,,,
Georgia,Dougherty,1,2020-04-09,9.4,1.0
Georgia,Douglas,1,2020-04-28,0.9,0.4
Georgia,Early,1,2020-04-23,1.6,0.9
Georgia,Echols,-1,,,
Georgia,Effingham,-1,,,
Georgia,Elbert,-1,,,
Georgia,Emanuel,-1,,,
Georgia,Evans,-1,,,
Georgia,Fannin,-1,,,
Georgia,Fayette,1,2020-04-21,0.9,1.0
Georgia,Floyd,1,2020-04-20,0.8,1.0
Georgia,Forsyth,1,2020-04-13,0.7999999999999999,1.0
Georgia,Franklin,-1,,,
Georgia,Fulton,1,2020-04-29,6.2,0.3
Georgia,Gilmer,-1,,,
Georgia,Glascock,-1,,,
Georgia,Glynn,-1,,,
Georgia,Gordon,1,2020-04-23,1.2000000000000002,0.9
Georgia,Grady,-1,,,
Georgia,Greene,-1,,,
Georgia,Gwinnett,1,2020-04-16,3.5,1.0
Georgia,Habersham,-1,,,
Georgia,Hall,1,2020-04-30,2.8000000000000003,0.2
Georgia,Hancock,-1,,,
Georgia,Haralson,-1,,,
Georgia,Harris,-1,,,
Georgia,Hart,-1,,,
Georgia,Heard,-1,,,
Georgia,Henry,1,2020-04-21,1.6,1.0
Georgia,Houston,1,2020-04-02,1.1,1.0
Georgia,Irwin,-1,,,
Georgia,Jackson,-1,,,
Georgia,Jasper,-1,,,
Georgia,Jeff Davis,-1,,,
Georgia,Jefferson,-1,,,
Georgia,Jenkins,-1,,,
Georgia,Johnson,-1,,,
Georgia,Jones,-1,,,
Georgia,Lamar,-1,,,
Georgia,Lanier,-1,,,
Georgia,Laurens,-1,,,
Georgia,Lee,1,2020-04-08,2.1,1.0
Georgia,Liberty,-1,,,
Georgia,Lincoln,-1,,,
Georgia,Long,-1,,,
Georgia,Lowndes,-1,,,
Georgia,Lumpkin,-1,,,
Georgia,McDuffie,-1,,,
Georgia,McIntosh,-1,,,
Georgia,Macon,-1,,,
Georgia,Madison,-1,,,
Georgia,Marion,-1,,,
Georgia,Meriwether,-1,,,
Georgia,Miller,-1,,,
Georgia,Mitchell,1,2020-04-09,3.6,1.0
Georgia,Monroe,-1,,,
Georgia,Montgomery,-1,,,
Georgia,Morgan,-1,,,
Georgia,Murray,-1,,,
Georgia,Muscogee,-1,,,
Georgia,Newton,-1,,,
Georgia,Oconee,-1,,,
Georgia,Oglethorpe,-1,,,
Georgia,Paulding,-1,,,
Georgia,Peach,-1,,,
Georgia,Pickens,-1,,,
Georgia,Pierce,-1,,,
Georgia,Pike,-1,,,
Georgia,Polk,-1,,,
Georgia,Pulaski,-1,,,
Georgia,Putnam,-1,,,
Georgia,Quitman,-1,,,
Georgia,Rabun,-1,,,
Georgia,Randolph,1,2020-04-18,1.7000000000000002,1.0
Georgia,Richmond,1,2020-04-15,1.4000000000000001,1.0
Georgia,Rockdale,-1,,,
Georgia,Schley,-1,,,
Georgia,Screven,-1,,,
Georgia,Seminole,-1,,,
Georgia,Spalding,1,2020-04-08,0.8,1.0
Georgia,Stephens,-1,,,
Georgia,Stewart,-1,,,
Georgia,Sumter,1,2020-04-29,1.9000000000000001,0.3
Georgia,Talbot,-1,,,
Georgia,Taliaferro,-1,,,
Georgia,Tattnall,-1,,,
Georgia,Taylor,-1,,,
Georgia,Telfair,-1,,,
Georgia,Terrell,1,2020-04-08,2.1,1.0
Georgia,Thomas,1,2020-04-17,2.7,1.0
Georgia,Tift,-1,,,
Georgia,Toombs,-1,,,
Georgia,Towns,-1,,,
Georgia,Treutlen,-1,,,
Georgia,Troup,-1,,,
Georgia,Turner,-1,,,
Georgia,Twiggs,-1,,,
Georgia,Union,-1,,,
Georgia,Upson,1,2020-04-23,1.4000000000000001,0.9
Georgia,Walker,-1,,,
Georgia,Walton,-1,,,
Georgia,Ware,1,2020-04-30,0.8,0.2
Georgia,Warren,-1,,,
Georgia,Washington,-1,,,
Georgia,Wayne,-1,,,
Georgia,Webster,-1,,,
Georgia,Wheeler,-1,,,
Georgia,White,-1,,,
Georgia,Whitfield,-1,,,
Georgia,Wilcox,-1,,,
Georgia,Wilkes,-1,,,
Georgia,Wilkinson,-1,,,
Georgia,Worth,1,2020-04-22,1.2000000000000002,1.0
Georgia,Out of GA,1,2020-04-29,1.2000000000000002,0.3
Hawaii,Hawaii,-1,,,
Hawaii,Honolulu,1,2020-04-05,1.0,1.0
Hawaii,Kalawao,-1,,,
Hawaii,Kauai,-1,,,
Hawaii,Maui,-1,,,
Hawaii,Out of HI,-1,,,
Idaho,Ada,1,2020-04-23,1.0,0.9
Idaho,Adams,-1,,,
Idaho,Bannock,-1,,,
Idaho,Bear Lake,-1,,,
Idaho,Benewah,-1,,,
Idaho,Bingham,-1,,,
Idaho,Blaine,-1,,,
Idaho,Boise,-1,,,
Idaho,Bonner,-1,,,
Idaho,Bonneville,-1,,,
Idaho,Boundary,-1,,,
Idaho,Butte,-1,,,
Idaho,Camas,-1,,,
Idaho,Canyon,-1,,,
Idaho,Caribou,-1,,,
Idaho,Cassia,-1,,,
Idaho,Clark,-1,,,
Idaho,Clearwater,-1,,,
Idaho,Custer,-1,,,
Idaho,Elmore,-1,,,
Idaho,Franklin,-1,,,
Idaho,Fremont,-1,,,
Idaho,Gem,-1,,,
Idaho,Gooding,-1,,,
Idaho,Idaho,-1,,,
Idaho,Jefferson,-1,,,
Idaho,Jerome,-1,,,
Idaho,Kootenai,-1,,,
Idaho,Latah,-1,,,
Idaho,Lemhi,-1,,,
Idaho,Lewis,-1,,,
Idaho,Lincoln,-1,,,
Idaho,Madison,-1,,,
Idaho,Minidoka,-1,,,
Idaho,Nez Perce,1,2020-04-16,1.4000000000000001,1.0
Idaho,Oneida,-1,,,
Idaho,Owyhee,-1,,,
Idaho,Payette,-1,,,
Idaho,Power,-1,,,
Idaho,Shoshone,-1,,,
Idaho,Teton,-1,,,
Idaho,Twin Falls,1,2020-04-16,1.7000000000000002,1.0
Idaho,Valley,-1,,,
Idaho,Washington,-1,,,
Idaho,Out of ID,-1,,,
Illinois,Adams,-1,,,
Illinois,Alexander,-1,,,
Illinois,Bond,-1,,,
Illinois,Boone,1,2020-04-23,1.3,0.9
Illinois,Brown,-1,,,
Illinois,Bureau,-1,,,
Illinois,Calhoun,-1,,,
Illinois,Carroll,-1,,,
Illinois,Cass,-1,,,
Illinois,Champaign,-1,,,
Illinois,Christian,-1,,,
Illinois,Clark,-1,,,
Illinois,Clay,-1,,,
Illinois,Clinton,-1,,,
Illinois,Coles,-1,,,
Illinois,Cook,1,2020-05-01,80.2,0.1
Illinois,Crawford,-1,,,
Illinois,Cumberland,-1,,,
Illinois,DeKalb,-1,,,
Illinois,De Witt,-1,,,
Illinois,Douglas,-1,,,
Illinois,DuPage,0,,,
Illinois,Edgar,-1,,,
Illinois,Edwards,-1,,,
Illinois,Effingham,-1,,,
Illinois,Fayette,-1,,,
Illinois,Ford,-1,,,
Illinois,Franklin,-1,,,
Illinois,Fulton,-1,,,
Illinois,Gallatin,-1,,,
Illinois,Greene,-1,,,
Illinois,Grundy,-1,,,
Illinois,Hamilton,-1,,,
Illinois,Hancock,-1,,,
Illinois,Hardin,-1,,,
Illinois,Henderson,-1,,,
Illinois,Henry,-1,,,
Illinois,Iroquois,-1,,,
Illinois,Jackson,-1,,,
Illinois,Jasper,-1,,,
Illinois,Jefferson,1,2020-04-29,2.2,0.3
Illinois,Jersey,-1,,,
Illinois,Jo Daviess,-1,,,
Illinois,Johnson,-1,,,
Illinois,Kane,1,2020-05-01,3.3000000000000003,0.1
Illinois,Kankakee,1,2020-04-25,2.7,0.7
Illinois,Kendall,-1,,,
Illinois,Knox,-1,,,
Illinois,Lake,1,2020-04-16,7.300000000000001,1.0
Illinois,LaSalle,-1,,,
Illinois,Lawrence,-1,,,
Illinois,Lee,-1,,,
Illinois,Livingston,-1,,,
Illinois,Logan,-1,,,
Illinois,McDonough,-1,,,
Illinois,McHenry,1,2020-04-24,2.6,0.8
Illinois,McLean,-1,,,
Illinois,Macon,1,2020-04-16,1.2000000000000002,1.0
Illinois,Macoupin,-1,,,
Illinois,Madison,1,2020-04-22,2.0,1.0
Illinois,Marion,-1,,,
Illinois,Marshall,-1,,,
Illinois,Mason,-1,,,
Illinois,Massac,-1,,,
Illinois,Menard,-1,,,
Illinois,Mercer,-1,,,
Illinois,Monroe,1,2020-04-17,1.2000000000000002,1.0
Illinois,Montgomery,-1,,,
Illinois,Morgan,-1,,,
Illinois,Moultrie,-1,,,
Illinois,Ogle,-1,,,
Illinois,Peoria,-1,,,
Illinois,Perry,-1,,,
Illinois,Piatt,-1,,,
Illinois,Pike,-1,,,
Illinois,Pope,-1,,,
Illinois,Pulaski,-1,,,
Illinois,Putnam,-1,,,
Illinois,Randolph,-1,,,
Illinois,Richland,-1,,,
Illinois,Rock Island,-1,,,
Illinois,St. Clair,1,2020-04-18,2.5,1.0
Illinois,Saline,-1,,,
Illinois,Sangamon,1,2020-04-29,0.8,0.3
Illinois,Schuyler,-1,,,
Illinois,Scott,-1,,,
Illinois,Shelby,-1,,,
Illinois,Stark,-1,,,
Illinois,Stephenson,-1,,,
Illinois,Tazewell,-1,,,
Illinois,Union,-1,,,
Illinois,Vermilion,-1,,,
Illinois,Wabash,-1,,,
Illinois,Warren,-1,,,
Illinois,Washington,-1,,,
Illinois,Wayne,-1,,,
Illinois,White,-1,,,
Illinois,Whiteside,-1,,,
Illinois,Will,1,2020-04-09,8.4,1.0
Illinois,Williamson,-1,,,
Illinois,Winnebago,1,2020-04-24,0.8,0.8
Illinois,Woodford,-1,,,
Illinois,Out of IL,-1,,,
Indiana,Adams,-1,,,
Indiana,Allen,1,2020-04-30,5.6000000000000005,0.2
Indiana,Bartholomew,1,2020-04-26,0.8,0.6
Indiana,Benton,-1,,,
Indiana,Blackford,-1,,,
Indiana,Boone,1,2020-04-23,3.2,0.9
Indiana,Brown,-1,,,
Indiana,Carroll,-1,,,
Indiana,Cass,-1,,,
Indiana,Clark,1,2020-04-07,1.1,1.0
Indiana,Clay,-1,,,
Indiana,Clinton,-1,,,
Indiana,Crawford,-1,,,
Indiana,Daviess,1,2020-04-24,1.2000000000000002,0.8
Indiana,Dearborn,-1,,,
Indiana,Decatur,1,2020-04-17,1.8,1.0
Indiana,DeKalb,-1,,,
Indiana,Delaware,1,2020-04-22,1.1,1.0
Indiana,Dubois,-1,,,
Indiana,Elkhart,-1,,,
Indiana,Fayette,-1,,,
Indiana,Floyd,1,2020-04-30,1.2000000000000002,0.2
Indiana,Fountain,-1,,,
Indiana,Franklin,-1,,,
Indiana,Fulton,-1,,,
Indiana,Gibson,-1,,,
Indiana,Grant,1,2020-04-30,1.0,0.2
Indiana,Greene,-1,,,
Indiana,Hamilton,1,2020-04-10,3.4000000000000004,1.0
Indiana,Hancock,1,2020-04-12,1.2000000000000002,1.0
Indiana,Harrison,-1,,,
Indiana,Hendricks,0,,,
Indiana,Henry,-1,,,
Indiana,Howard,-1,,,
Indiana,Huntington,-1,,,
Indiana,Jackson,-1,,,
Indiana,Jasper,-1,,,
Indiana,Jay,-1,,,
Indiana,Jefferson,-1,,,
Indiana,Jennings,-1,,,
Indiana,Johnson,1,2020-05-01,3.6,0.1
Indiana,Knox,-1,,,
Indiana,Kosciusko,-1,,,
Indiana,LaGrange,-1,,,
Indiana,Lake,1,2020-05-01,5.0,0.1
Indiana,LaPorte,-1,,,
Indiana,Lawrence,1,2020-04-05,1.2000000000000002,1.0
